"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162"
"","","","","","","","","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101038400","42101038400","42101038400","42101038400","42101038400","42101038400","42101038400","42101038400","42101980100","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101023100","42101023100","42101023100","42101023100","42101023100","42101023100","42101025600","42101025600","42101025600","42101025600","42101025600","42101025600","42101025500","42101025500","42101025500","42101026100","42101026100","42101026200","42101026200","42101026200","42101026200","42101026400","42101026200","42101026400","42101026302","42101026302","42101026302","42101026302","42101026600","42101026600","42101026600","","","","","","","","","","","","","","","","","","","","","","","","","","","42101033900","42101033900","42101033900","42101033900","42101033900","42101033900","42101033900","42101033900","42101034000","42101034000","42101033800","42101033800","42101033800","42101033800","42101033800","42101033702","42101033600","42101033600","42101033702","42101033702","42101033701","42101033701","42101033701","42101980200","42101980200","42101980200","42101980200","42101980200","42101034701","42101034701","42101034701","42101034701","42101034701","42101034600","42101034600","42101034600","42101034600","42101034600","42101034802","42101034802","42101034802","42101034802","42101034802","42101034803","42101034803","42101035302","42101035302","42101035302","42101035302","42101035301","42101035301","42101035301","42101035301","42101035301","42101035301","42101035301","42101036203","","","","","","","","","","","",""
"","","","","","","","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101038400","42101038400","42101038400","42101038400","42101021800","42101021800","42101038400","42101038400","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101023100","42101023100","42101023100","42101023100","42101038800","42101025600","42101025600","42101025600","42101025600","42101025600","42101025500","42101025500","42101025500","42101025500","42101025400","42101025400","42101026200","42101026200","42101026200","42101026400","42101026400","42101026400","42101026400","42101026400","42101026302","42101026302","42101026600","42101026600","42101026600","42101026600","42101026600","42101026600","","","","","","","","","","","","","","","","","","","","","","","","","","","42101033900","42101033900","42101033900","42101033900","42101033900","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033600","42101033600","42101033600","42101033600","42101033600","42101033701","42101033701","42101033701","42101033701","42101033701","42101033701","42101980200","42101980200","42101980200","42101034701","42101034701","42101034701","42101034701","42101034702","42101034702","42101034600","42101034600","42101034802","42101034802","42101034802","42101034802","42101034802","42101034803","42101034803","42101034803","42101034803","42101034803","42101035302","42101035301","42101035301","42101035301","42101035301","42101035301","42101035301","42101035301","42101035301","42101036203","","","","","","","","","","","",""
"","","","","","","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101038400","42101038400","42101038400","42101021800","42101021800","42101021800","42101038400","42101038400","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101023100","42101023100","42101038800","42101038800","42101038800","42101038800","42101038800","42101025600","42101025600","42101025500","42101025500","42101025500","42101025500","42101025400","42101025400","42101025400","42101025400","42101026200","42101026200","42101026200","42101026400","42101026400","42101026400","42101026400","42101026400","42101026302","42101026500","42101026600","42101026600","42101026600","42101026600","42101026600","42101026600","42101026800","","","","","","","","","","","","","","","","","","","","","","","","","","42101030700","42101033900","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033600","42101033600","42101033600","42101033600","42101033600","42101033600","42101033600","42101033701","42101033701","42101033701","42101033701","42101033701","42101033300","42101980200","42101980200","42101980200","42101034701","42101034701","42101034701","42101034702","42101034702","42101034702","42101034802","42101034802","42101034802","42101034802","42101034802","42101034802","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101035301","42101035301","42101035301","42101035301","42101035301","42101035200","42101035200","42101035200","","","","","","","","","","","",""
"","","","","","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101038400","42101021800","42101021800","42101021800","42101021800","42101038400","42101038400","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101023100","42101038800","42101038800","42101038800","42101038800","42101038800","42101025600","42101025500","42101025500","42101025500","42101025500","42101025400","42101025400","42101025400","42101025400","42101025400","42101025400","42101025400","42101026400","42101026400","42101026400","42101026400","42101026400","42101026400","42101026500","42101026500","42101026500","42101026600","42101026600","42101026600","42101026600","42101026800","42101026800","42101026800","42101026800","","","","","","","","","","","","","","","","","","","","","","","42101030700","42101030700","42101030700","42101030800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033600","42101033600","42101033600","42101033600","42101033600","42101033600","42101033600","42101033600","42101033400","42101033400","42101033701","42101033701","42101033300","42101033300","42101033300","42101980200","42101980200","42101034701","42101034701","42101034701","42101034702","42101034702","42101034801","42101034801","42101034802","42101034802","42101034802","42101034802","42101034802","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101035301","42101035200","42101035200","42101035200","42101035200","42101035200","","","","","","","","","","","",""
"","","","","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101021900","42101021800","42101021800","42101021800","42101021800","42101021800","42101980100","42101038400","42101980100","42101980100","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038800","42101038800","42101038800","42101038800","42101038800","42101038800","42101025500","42101025500","42101025500","42101025300","42101025400","42101025400","42101025400","42101025400","42101025400","42101025400","42101038900","42101038900","42101038900","42101026400","42101026400","42101026400","42101026500","42101026500","42101026500","42101026500","42101026600","42101026600","42101026600","42101026600","42101026800","42101026800","42101026800","42101026900","42101026900","","","","","","","","","","","","","","","","","","","","","42101030700","42101030700","42101030700","42101030700","42101030800","42101030800","42101033800","42101033800","42101033800","42101033800","42101033800","42101033500","42101033500","42101033500","42101033600","42101033600","42101033600","42101033600","42101033600","42101033600","42101033400","42101033400","42101033400","42101033400","42101033300","42101033300","42101033300","42101980200","42101034701","42101034701","42101034701","42101034701","42101034702","42101034702","42101034801","42101034801","42101034801","42101034801","42101034802","42101034802","42101034802","42101034802","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101034803","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","","","","","","","","","","","","",""
"","","","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101021900","42101021900","42101021900","42101021800","42101021800","42101021800","42101021800","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038800","42101038800","42101038800","42101038800","42101038800","42101038800","42101038800","42101025500","42101025300","42101025300","42101025300","42101025400","42101025400","42101025400","42101025400","42101038900","42101038900","42101038900","42101038900","42101038900","42101038900","42101026500","42101026500","42101026500","42101026500","42101026700","42101026700","42101026700","42101026700","42101026700","42101026800","42101026800","42101026800","42101026900","42101026900","42101026900","42101026900","","","","","","","","","","","","","","","","","","42101030700","42101030700","42101030700","42101030700","42101030800","42101030800","42101030800","42101030800","42101030800","42101033800","42101033800","42101033500","42101033500","42101033500","42101033500","42101033500","42101033500","42101033600","42101033600","42101033600","42101033400","42101033400","42101033400","42101033400","42101033300","42101033300","42101033300","42101033300","42101980200","42101980200","42101034701","42101034701","42101034701","42101034702","42101034702","42101034801","42101034801","42101034801","42101034801","42101034801","42101034802","42101034802","42101034801","42101034803","42101034803","42101034803","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","","","","","","","","","","","","","",""
"","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101021900","42101021900","42101021900","42101021900","42101021800","42101021800","42101021800","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038800","42101038800","42101038800","42101038800","42101038800","42101038800","42101038800","42101023700","42101023700","42101025300","42101025300","42101025300","42101025300","42101025300","42101038900","42101038900","42101038900","42101038900","42101038900","42101038900","42101038900","42101038900","42101024900","42101026500","42101026500","42101026700","42101026700","42101026700","42101026700","42101026700","42101026700","42101026800","42101026800","42101026900","42101026900","42101026900","42101026900","42101026900","42101026900","","","","","","","","","","","","","","","","42101030600","42101030600","42101030700","42101030700","42101030700","42101030800","42101030800","42101030800","42101030800","42101030800","42101031000","42101031000","42101033500","42101033500","42101033500","42101033500","42101033500","42101033500","42101033500","42101033600","42101033400","42101033400","42101033400","42101033400","42101033300","42101033300","42101033300","42101033300","42101980200","42101980200","42101034702","42101034702","42101034702","42101034702","42101034702","42101034702","42101980200","42101034801","42101034801","42101034801","42101034801","42101034801","42101034801","42101034801","42101034801","42101034801","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","","","","","","","","","","","","","",""
"","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101021900","42101021900","42101021900","42101021900","42101021900","42101021900","42101021800","42101021800","42101021800","42101021800","42101980100","42101980100","42101980100","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038800","42101038800","42101038800","42101038800","42101023700","42101023700","42101023700","42101023700","42101025300","42101025300","42101025300","42101025300","42101025200","42101038900","42101038900","42101038900","42101038900","42101038900","42101038900","42101038900","42101024900","42101024900","42101027700","42101027700","42101027700","42101026700","42101026700","42101026700","42101026700","42101026800","42101026800","42101026800","42101027000","42101026900","42101026900","42101026900","42101026900","42101026900","42101027100","42101027100","","","","","","","","","","","","42101030600","42101030600","42101030600","42101030600","42101030700","42101030700","42101030700","42101030800","42101030800","42101030800","42101030800","42101031000","42101031000","42101031000","42101031000","42101031000","42101033500","42101033500","42101033500","42101033500","42101033500","42101033400","42101033400","42101033400","42101033400","42101033300","42101033300","42101033300","42101033300","42101033300","42101980200","42101980200","42101034702","42101034702","42101034702","42101034702","42101034702","42101034702","42101034702","42101980200","42101980200","42101034801","42101034801","42101034801","42101034801","42101034801","42101034801","42101034900","42101034900","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035100","42101035100","42101035100","42101035100","","","","","","","","","","",""
"","","","","","","","","","42101022000","42101022000","42101022000","42101022000","42101022000","42101022000","42101021900","42101021900","42101021900","42101021900","42101021900","42101021900","42101021900","42101021800","42101021800","42101021800","42101021700","42101021700","42101021700","42101980100","42101980100","42101980100","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038800","42101038800","42101038800","42101023700","42101023700","42101023700","42101023700","42101023700","42101025300","42101025300","42101025200","42101025200","42101025200","42101038900","42101038900","42101038900","42101038900","42101038900","42101024900","42101024900","42101024900","42101027700","42101027700","42101027700","42101027700","42101027700","42101027700","42101026700","42101026800","42101026800","42101026800","42101027000","42101027000","42101027000","42101027000","42101027000","42101027100","42101027100","42101027100","42101027200","42101027200","","","","","","","","42101030502","42101030600","42101030600","42101030600","42101030600","42101030600","42101030600","42101030600","42101030600","42101030800","42101030800","42101030800","42101031000","42101031000","42101031000","42101031000","42101031000","42101031000","42101031000","42101033500","42101033500","42101033500","42101033400","42101033400","42101033400","42101033400","42101033400","42101033300","42101033300","42101033300","42101033300","42101980200","42101980200","42101980200","42101980200","42101980200","42101980200","42101980200","42101034702","42101034702","42101980200","42101980200","42101980200","42101980200","42101034801","42101034801","42101034801","42101034900","42101034900","42101034900","42101034900","42101034900","42101035200","42101035200","42101035200","42101035200","42101035200","42101035200","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","","","","","","","","","",""
"","","","","","","","","","","42101022000","42101022000","42101022000","42101021900","42101021900","42101021900","42101021900","42101021900","42101021900","42101021900","42101021900","42101021900","42101021800","42101021700","42101021700","42101021700","42101021700","42101021700","42101021700","42101021700","42101980100","42101980100","42101980100","42101980100","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101038600","42101023600","42101023600","42101023700","42101023700","42101023700","42101023700","42101025300","42101025200","42101025200","42101025200","42101025200","42101025200","42101038900","42101038900","42101038900","42101024800","42101024800","42101024900","42101024900","42101027901","42101027700","42101027700","42101027700","42101027700","42101027700","42101027700","42101027700","42101026800","42101026800","42101027000","42101027000","42101027000","42101027000","42101027000","42101027100","42101027100","42101027100","42101027200","42101027200","42101027200","42101027200","","","","","42101030502","42101030502","42101030502","42101030600","42101030600","42101030600","42101030600","42101030600","42101030600","42101030600","42101030900","42101030800","42101031000","42101031000","42101031000","42101031000","42101031000","42101031000","42101031000","42101031401","42101031401","42101031401","42101033500","42101033500","42101033400","42101033400","42101033400","42101033400","42101033300","42101033300","42101033300","42101980200","42101980200","42101980200","42101980200","42101980200","42101980200","42101980200","42101980200","42101980200","42101980200","42101033102","42101980200","42101980200","42101980200","42101034801","42101034801","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101035200","42101035200","42101035200","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","","","","","","","","",""
"","","","","","","","","","","","","42101022000","42101021900","42101021900","42101021900","42101021600","42101021600","42101021900","42101021900","42101021600","42101021600","42101021600","42101021700","42101021700","42101021700","42101021700","42101021700","42101021700","42101021700","42101021700","42101980100","42101980100","42101980100","42101980100","42101023500","42101023500","42101038600","42101038600","42101038600","42101038600","42101023600","42101023600","42101023600","42101023700","42101023700","42101023700","42101023700","42101023700","42101025200","42101025200","42101025200","42101025200","42101025200","42101025200","42101024800","42101024800","42101024800","42101024800","42101024700","42101024700","42101027901","42101027901","42101027901","42101027901","42101027800","42101027800","42101027800","42101027800","42101027600","42101027600","42101027000","42101027000","42101027000","42101027000","42101027000","42101027100","42101027100","42101027100","42101027200","42101027200","42101027200","42101027200","42101027200","","","42101030502","42101030502","42101030502","42101030502","42101030502","42101030600","42101030600","42101030600","42101039000","42101030600","42101030900","42101030900","42101030900","42101030900","42101031000","42101031000","42101031000","42101031000","42101031000","42101031401","42101031401","42101031401","42101031401","42101031402","42101031402","42101033400","42101033400","42101033400","42101033200","42101980200","42101980200","42101980200","42101033200","42101033200","42101980200","42101980200","42101980200","42101980200","42101033102","42101033102","42101033102","42101033102","42101033102","42101033102","42101980200","42101034801","42101034801","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","","","","","","","","","",""
"","","","","","","","","","","","","","","42101021900","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021700","42101021700","42101021700","42101021700","42101021700","42101021700","42101021700","42101980100","42101980100","42101980100","42101980100","42101023500","42101023500","42101023500","42101038600","42101038600","42101023600","42101023600","42101023600","42101023600","42101023700","42101023700","42101023700","42101023700","42101023700","42101025200","42101025200","42101025200","42101025200","42101025200","42101024600","42101024800","42101024800","42101024700","42101024700","42101024700","42101024700","42101027901","42101027901","42101027901","42101027901","42101027800","42101027800","42101027800","42101027600","42101027600","42101027600","42101027600","42101027600","42101027500","42101027500","42101027500","42101027401","42101027402","42101027200","42101027200","42101027200","42101027200","42101027200","42101027200","42101027200","42101030502","42101030502","42101030502","42101030502","42101030502","42101030501","42101030501","42101030501","42101039000","42101039000","42101039000","42101030900","42101030900","42101030900","42101030900","42101031101","42101031101","42101031000","42101031000","42101031401","42101031401","42101031401","42101031401","42101031402","42101031402","42101031402","42101031402","42101031402","42101033200","42101033200","42101033200","42101033200","42101033200","42101033200","42101033200","42101033200","42101033200","42101980200","42101980200","42101033102","42101033102","42101033102","42101033102","42101033102","42101033102","42101980200","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101989100","42101989100","42101989100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","42101035100","","","","","","","","","","",""
"","","","","","","","","","","","","","","","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021700","42101021700","42101021700","42101021700","42101980100","42101980100","42101980100","42101980100","42101980100","42101023500","42101023500","42101023500","42101038600","42101023600","42101023600","42101023600","42101023600","42101023600","42101023700","42101023700","42101023700","42101023800","42101023800","42101025200","42101025200","42101025200","42101024600","42101024600","42101024700","42101024700","42101024700","42101024700","42101024700","42101024700","42101027901","42101027901","42101027902","42101027902","42101027800","42101027800","42101027800","42101027600","42101027600","42101027600","42101027600","42101027600","42101027500","42101027500","42101027500","42101027401","42101027402","42101027402","42101027300","42101027300","42101027300","42101027300","42101027300","42101029100","42101030502","42101030502","42101030502","42101030502","42101030501","42101030501","42101030501","42101039000","42101039000","42101039000","42101039000","42101030900","42101030900","42101030900","42101031101","42101031101","42101031101","42101031101","42101031300","42101031300","42101031401","42101031401","42101031401","42101031401","42101031402","42101031402","42101031402","42101031502","42101031502","42101033200","42101033200","42101033200","42101033200","42101033200","42101033200","42101033200","42101033101","42101033101","42101033102","42101033102","42101033102","42101033102","42101033102","42101032900","42101032900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101989100","42101989100","42101989100","42101989100","42101989100","42101035100","42101035100","42101035100","42101035100","42101035100","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021500","42101021500","42101021700","42101021700","42101021700","42101021700","42101980100","42101980100","42101980100","42101980100","42101980100","42101023500","42101023500","42101023500","42101023600","42101023600","42101023600","42101023600","42101023600","42101023600","42101023700","42101023800","42101023800","42101023800","42101023800","42101025200","42101024600","42101024600","42101024600","42101024700","42101024700","42101024700","42101024700","42101024700","42101024500","42101027902","42101027902","42101027902","42101027800","42101027800","42101027800","42101027800","42101027600","42101027600","42101027600","42101027600","42101027600","42101027500","42101027500","42101027401","42101027401","42101027402","42101027402","42101027300","42101027300","42101027300","42101027300","42101029100","42101029100","42101029100","42101029100","42101030502","42101030501","42101030501","42101030501","42101039000","42101039000","42101039000","42101039000","42101039000","42101030900","42101030900","42101031102","42101031101","42101031101","42101031101","42101031300","42101031300","42101031300","42101031300","42101031300","42101031401","42101031402","42101031402","42101031402","42101031502","42101031502","42101031502","42101031502","42101031501","42101033200","42101033200","42101033200","42101033101","42101033101","42101033101","42101033101","42101033101","42101033102","42101032900","42101032900","42101032900","42101032900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101034900","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101035100","42101035100","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021500","42101021500","42101021500","42101021700","42101021700","42101021700","42101021700","42101021700","42101021200","42101980100","42101980100","42101980100","42101023500","42101023500","42101023500","42101023500","42101023600","42101023600","42101023600","42101023600","42101023900","42101023800","42101023800","42101023800","42101023800","42101023800","42101024600","42101024600","42101024600","42101024700","42101024700","42101024700","42101024700","42101024700","42101024700","42101024500","42101027902","42101027902","42101027902","42101027902","42101027800","42101027800","42101027800","42101028200","42101028200","42101028200","42101027600","42101027600","42101027500","42101027500","42101027401","42101027401","42101027402","42101027300","42101027300","42101027300","42101027300","42101027300","42101029100","42101029100","42101029100","42101029100","42101029100","42101029100","42101030501","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101030900","42101030900","42101031102","42101031102","42101031101","42101031200","42101031300","42101031300","42101031300","42101031300","42101031300","42101031300","42101031300","42101031402","42101031502","42101031502","42101031502","42101031502","42101031501","42101031501","42101031501","42101031501","42101033101","42101033101","42101033101","42101033101","42101033101","42101033000","42101032900","42101032900","42101032900","42101032900","42101032900","42101034900","42101034900","42101989100","42101034900","42101034900","42101034900","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","42101021600","42101021600","42101021600","42101021600","42101021600","42101021600","42101021500","42101021500","42101021500","42101021500","42101021500","42101021500","42101021700","42101021200","42101021200","42101021200","42101021200","42101980100","42101980100","42101980100","42101980100","42101980100","42101023500","42101023500","42101023500","42101023600","42101023900","42101023900","42101023800","42101023800","42101023800","42101023800","42101023800","42101023800","42101024600","42101024600","42101024600","42101024700","42101024700","42101024700","42101024500","42101024500","42101024500","42101027902","42101027902","42101027902","42101027902","42101027902","42101027800","42101027800","42101028200","42101028200","42101028200","42101028200","42101028200","42101027500","42101027500","42101027401","42101027402","42101027402","42101027300","42101027300","42101027300","42101027300","42101027300","42101029100","42101029100","42101029100","42101029100","42101029100","42101029100","42101029100","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101030900","42101031102","42101031102","42101031102","42101031200","42101031200","42101031200","42101031200","42101031300","42101031300","42101031300","42101031300","42101031300","42101031600","42101031502","42101031502","42101031502","42101031502","42101031501","42101031501","42101031501","42101031501","42101031501","42101033101","42101033000","42101033000","42101033000","42101033000","42101032900","42101032900","42101032900","42101032900","42101032900","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","42101021600","42101021600","42101021600","42101021600","42101021500","42101021500","42101021500","42101021500","42101021500","42101021500","42101021300","42101021300","42101021300","42101021200","42101021200","42101021200","42101021200","42101980100","42101980100","42101980100","42101980100","42101980100","42101023500","42101023500","42101023500","42101023900","42101023900","42101023900","42101023900","42101023800","42101023800","42101024100","42101024100","42101024100","42101024600","42101024600","42101024600","42101024600","42101024500","42101024500","42101024500","42101027902","42101027902","42101027902","42101027902","42101027902","42101028100","42101028100","42101028200","42101028200","42101028200","42101028200","42101028200","42101028200","42101027500","42101027500","42101027401","42101027402","42101027402","42101027300","42101027300","42101027300","42101027300","42101027300","42101029000","42101029100","42101029100","42101029100","42101029100","42101029100","42101029100","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101031102","42101031102","42101031200","42101031200","42101031200","42101031200","42101031200","42101031800","42101031700","42101031700","42101031700","42101031600","42101031600","42101031600","42101031600","42101031502","42101031502","42101031501","42101031501","42101031501","42101031501","42101032600","42101032600","42101032600","42101033000","42101033000","42101033000","42101033000","42101032900","42101032900","42101032900","42101032900","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","42101021600","42101021600","42101021600","42101021500","42101021500","42101021500","42101021500","42101021300","42101021300","42101021300","42101021300","42101021300","42101021300","42101021200","42101021200","42101021200","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101023500","42101023500","42101023500","42101023900","42101023900","42101023900","42101023900","42101024000","42101024100","42101024100","42101024100","42101024100","42101024100","42101024600","42101024500","42101024500","42101024500","42101024500","42101024500","42101027902","42101027902","42101027902","42101027902","42101028100","42101028100","42101028200","42101028200","42101028200","42101028200","42101028200","42101028200","42101028500","42101027500","42101027401","42101027402","42101027402","42101027300","42101029000","42101029000","42101029000","42101029000","42101029000","42101029000","42101029100","42101029100","42101029100","42101029100","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101031200","42101031200","42101031200","42101031800","42101031800","42101031800","42101031700","42101031700","42101031700","42101031700","42101031600","42101031600","42101031600","42101031600","42101031600","42101031600","42101031501","42101031501","42101032500","42101032600","42101032600","42101032600","42101032600","42101033000","42101033000","42101033000","42101033000","42101033000","42101032900","42101032900","42101032900","42101038100","42101038100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","42101021600","42101021500","42101021500","42101021500","42101021500","42101021400","42101021400","42101021400","42101021300","42101021300","42101021300","42101021300","42101021200","42101021200","42101021100","42101021100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101023900","42101023900","42101024000","42101024000","42101024000","42101024100","42101024100","42101024100","42101024200","42101024200","42101024200","42101024500","42101024500","42101024500","42101024500","42101027902","42101028000","42101028000","42101028100","42101028100","42101028100","42101028200","42101028300","42101028300","42101028400","42101028400","42101028200","42101028500","42101028600","42101028600","42101028600","42101028600","42101028600","42101029000","42101029000","42101029000","42101029000","42101029000","42101029000","42101029100","42101029100","42101029100","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101039000","42101030200","42101031800","42101031800","42101031800","42101031800","42101031800","42101031800","42101031700","42101031700","42101031700","42101031700","42101031700","42101031600","42101031600","42101031600","42101031600","42101032000","42101032000","42101032500","42101032500","42101032500","42101032600","42101032600","42101032600","42101032600","42101033000","42101033000","42101033000","42101032900","42101032900","42101038100","42101038100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","42101021500","42101021500","42101021400","42101021400","42101021400","42101021400","42101021400","42101021400","42101021300","42101021300","42101021000","42101021000","42101021100","42101021100","42101021100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101024000","42101024000","42101024000","42101024000","42101024000","42101024000","42101024200","42101024200","42101024200","42101024200","42101024200","42101024500","42101024500","42101024500","42101028000","42101028000","42101028000","42101028100","42101028100","42101028100","42101028300","42101028300","42101028300","42101028400","42101028400","42101028400","42101028500","42101028600","42101028600","42101028600","42101028600","42101028600","42101029000","42101029000","42101029000","42101029000","42101029000","42101029000","42101029100","42101029100","42101029200","42101029200","42101029200","42101039000","42101039000","42101039000","42101039000","42101039000","42101029200","42101030200","42101030200","42101030200","42101030200","42101031800","42101031800","42101031800","42101031700","42101031700","42101031700","42101031700","42101031700","42101031700","42101031600","42101031600","42101031600","42101032000","42101032000","42101032000","42101032000","42101032500","42101032500","42101032500","42101032600","42101032600","42101032600","42101032600","42101033000","42101033000","42101038100","42101038100","42101038100","42101038100","42101038100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","","","","","","",""
